junction_name,primary_direction,primary_speed_limit,primary_avg_speed,secondary_direction,secondary_speed_limit,secondary_avg_speed,record_time,record_date,day_of_week
J19,NB,70,67.44,SB,70,70.0,0 days 15:30:02,2024-09-08,Sunday
J21,NB,70,64.4,SB,70,61.65,0 days 15:30:02,2024-09-08,Sunday
J24,NB,70,55.92,SB,70,50.2,0 days 15:30:02,2024-09-08,Sunday
J28,NB,70,49.0,SB,70,48.97,0 days 15:30:02,2024-09-08,Sunday
J32,NB,70,49.23,SB,70,53.44,0 days 15:30:02,2024-09-08,Sunday
J34,NB,70,47.85,SB,70,47.53,0 days 15:30:02,2024-09-08,Sunday
J39,NB,70,67.48,SB,70,68.32,0 days 15:30:02,2024-09-08,Sunday
J43|44,NB,70,48.13,SB,70,46.1,0 days 15:30:02,2024-09-08,Sunday
J2,NB,70,70.0,SB,70,66.21,0 days 16:00:02,2024-09-08,Sunday
J6A,NB,70,60.34,SB,70,57.17,0 days 16:00:02,2024-09-08,Sunday
J10,NB,70,37.35,SB,70,38.12,0 days 16:00:02,2024-09-08,Sunday
J14,NB,70,66.45,SB,70,66.99,0 days 16:00:02,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,66.34,0 days 16:00:02,2024-09-08,Sunday
J21,NB,70,62.61,SB,70,42.71,0 days 16:00:02,2024-09-08,Sunday
J24,NB,70,56.54,SB,70,48.77,0 days 16:00:02,2024-09-08,Sunday
J28,NB,70,48.26,SB,70,50.16,0 days 16:00:02,2024-09-08,Sunday
J32,NB,70,49.77,SB,70,53.44,0 days 16:00:02,2024-09-08,Sunday
J34,NB,70,47.64,SB,70,47.92,0 days 16:00:02,2024-09-08,Sunday
J39,NB,70,68.85,SB,70,69.74,0 days 16:00:02,2024-09-08,Sunday
J43|44,NB,70,48.45,SB,70,48.59,0 days 16:00:02,2024-09-08,Sunday
J2,NB,70,70.0,SB,70,68.51,0 days 16:30:03,2024-09-08,Sunday
J6A,NB,70,40.82,SB,70,59.65,0 days 16:30:03,2024-09-08,Sunday
J10,NB,70,34.55,SB,70,40.61,0 days 16:30:03,2024-09-08,Sunday
J14,NB,70,69.2,SB,70,68.29,0 days 16:30:03,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,70.0,0 days 16:30:03,2024-09-08,Sunday
J21,NB,70,64.28,SB,70,35.44,0 days 16:30:03,2024-09-08,Sunday
J24,NB,70,53.44,SB,70,50.2,0 days 16:30:03,2024-09-08,Sunday
J28,NB,70,48.74,SB,70,48.72,0 days 16:30:03,2024-09-08,Sunday
J32,NB,70,49.5,SB,70,54.06,0 days 16:30:03,2024-09-08,Sunday
J34,NB,70,48.81,SB,70,48.93,0 days 16:30:03,2024-09-08,Sunday
J39,NB,70,66.61,SB,70,64.47,0 days 16:30:03,2024-09-08,Sunday
J43|44,NB,70,54.97,SB,70,48.79,0 days 16:30:03,2024-09-08,Sunday
J2,NB,70,69.76,SB,70,68.23,0 days 17:00:03,2024-09-08,Sunday
J6A,NB,70,40.51,SB,70,60.89,0 days 17:00:03,2024-09-08,Sunday
J10,NB,70,35.11,SB,70,40.29,0 days 17:00:03,2024-09-08,Sunday
J14,NB,70,68.41,SB,70,68.45,0 days 17:00:03,2024-09-08,Sunday
J19,NB,70,67.44,SB,70,66.64,0 days 17:00:03,2024-09-08,Sunday
J21,NB,70,66.27,SB,70,35.67,0 days 17:00:03,2024-09-08,Sunday
J24,NB,70,53.44,SB,70,48.52,0 days 17:00:03,2024-09-08,Sunday
J28,NB,70,48.63,SB,70,48.38,0 days 17:00:03,2024-09-08,Sunday
J32,NB,70,49.57,SB,70,53.84,0 days 17:00:03,2024-09-08,Sunday
J34,NB,70,47.36,SB,70,48.93,0 days 17:00:03,2024-09-08,Sunday
J39,NB,70,68.23,SB,70,68.76,0 days 17:00:03,2024-09-08,Sunday
J43|44,NB,70,47.5,SB,70,41.91,0 days 17:00:03,2024-09-08,Sunday
J2,NB,70,69.21,SB,70,70.0,0 days 17:30:03,2024-09-08,Sunday
J6A,NB,70,61.14,SB,70,46.6,0 days 17:30:03,2024-09-08,Sunday
J10,NB,70,39.4,SB,70,38.66,0 days 17:30:03,2024-09-08,Sunday
J14,NB,70,69.09,SB,70,66.62,0 days 17:30:03,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,67.58,0 days 17:30:03,2024-09-08,Sunday
J21,NB,70,67.0,SB,70,64.29,0 days 17:30:03,2024-09-08,Sunday
J24,NB,70,55.3,SB,70,48.96,0 days 17:30:03,2024-09-08,Sunday
J28,NB,70,48.22,SB,70,48.45,0 days 17:30:03,2024-09-08,Sunday
J32,NB,70,49.71,SB,70,53.16,0 days 17:30:03,2024-09-08,Sunday
J34,NB,70,46.74,SB,70,47.76,0 days 17:30:03,2024-09-08,Sunday
J39,NB,70,66.98,SB,70,66.16,0 days 17:30:03,2024-09-08,Sunday
J43|44,NB,70,47.5,SB,70,40.49,0 days 17:30:03,2024-09-08,Sunday
J2,NB,70,68.64,SB,70,66.7,0 days 18:00:03,2024-09-08,Sunday
J6A,NB,70,59.1,SB,70,46.6,0 days 18:00:03,2024-09-08,Sunday
J10,NB,70,44.49,SB,70,36.87,0 days 18:00:03,2024-09-08,Sunday
J14,NB,70,67.18,SB,70,65.59,0 days 18:00:03,2024-09-08,Sunday
J19,NB,70,69.3,SB,70,66.52,0 days 18:00:03,2024-09-08,Sunday
J21,NB,70,61.14,SB,70,64.09,0 days 18:00:03,2024-09-08,Sunday
J24,NB,70,57.79,SB,70,47.97,0 days 18:00:03,2024-09-08,Sunday
J28,NB,70,51.93,SB,70,48.24,0 days 18:00:03,2024-09-08,Sunday
J32,NB,70,48.12,SB,70,56.38,0 days 18:00:03,2024-09-08,Sunday
J34,NB,70,47.85,SB,70,49.78,0 days 18:00:03,2024-09-08,Sunday
J39,NB,70,66.61,SB,70,68.03,0 days 18:00:03,2024-09-08,Sunday
J43|44,NB,70,49.71,SB,70,42.89,0 days 18:00:03,2024-09-08,Sunday
J2,NB,70,70.0,SB,70,67.47,0 days 18:30:03,2024-09-08,Sunday
J6A,NB,70,60.9,SB,70,57.79,0 days 18:30:03,2024-09-08,Sunday
J10,NB,70,47.6,SB,70,34.86,0 days 18:30:03,2024-09-08,Sunday
J14,NB,70,67.63,SB,70,67.99,0 days 18:30:03,2024-09-08,Sunday
J19,NB,70,68.68,SB,70,61.95,0 days 18:30:03,2024-09-08,Sunday
J21,NB,70,63.49,SB,70,65.41,0 days 18:30:03,2024-09-08,Sunday
J24,NB,70,57.17,SB,70,48.59,0 days 18:30:03,2024-09-08,Sunday
J28,NB,70,49.28,SB,70,48.99,0 days 18:30:03,2024-09-08,Sunday
J32,NB,70,50.47,SB,70,53.84,0 days 18:30:03,2024-09-08,Sunday
J34,NB,70,48.61,SB,70,48.15,0 days 18:30:03,2024-09-08,Sunday
J39,NB,70,65.62,SB,70,67.26,0 days 18:30:03,2024-09-08,Sunday
J43|44,NB,70,49.72,SB,70,45.3,0 days 18:30:03,2024-09-08,Sunday
J2,NB,70,69.19,SB,70,66.78,0 days 19:00:02,2024-09-08,Sunday
J6A,NB,70,65.06,SB,70,61.52,0 days 19:00:02,2024-09-08,Sunday
J10,NB,70,46.85,SB,70,36.25,0 days 19:00:02,2024-09-08,Sunday
J14,NB,70,65.68,SB,70,65.11,0 days 19:00:02,2024-09-08,Sunday
J19,NB,70,63.45,SB,70,67.28,0 days 19:00:02,2024-09-08,Sunday
J21,NB,70,64.43,SB,70,64.81,0 days 19:00:02,2024-09-08,Sunday
J24,NB,70,54.06,SB,70,53.45,0 days 19:00:02,2024-09-08,Sunday
J28,NB,70,49.65,SB,70,48.21,0 days 19:00:02,2024-09-08,Sunday
J32,NB,70,48.53,SB,70,56.1,0 days 19:00:02,2024-09-08,Sunday
J34,NB,70,48.61,SB,70,48.93,0 days 19:00:02,2024-09-08,Sunday
J39,NB,70,69.97,SB,70,67.73,0 days 19:00:02,2024-09-08,Sunday
J43|44,NB,70,48.45,SB,70,47.67,0 days 19:00:02,2024-09-08,Sunday
J2,NB,70,69.66,SB,70,65.7,0 days 19:30:02,2024-09-08,Sunday
J6A,NB,70,62.58,SB,70,63.38,0 days 19:30:02,2024-09-08,Sunday
J10,NB,70,43.93,SB,70,35.94,0 days 19:30:02,2024-09-08,Sunday
J14,NB,70,66.3,SB,70,68.54,0 days 19:30:02,2024-09-08,Sunday
J19,NB,70,64.52,SB,70,69.2,0 days 19:30:02,2024-09-08,Sunday
J21,NB,70,66.93,SB,70,70.0,0 days 19:30:02,2024-09-08,Sunday
J24,NB,70,52.82,SB,70,48.97,0 days 19:30:02,2024-09-08,Sunday
J28,NB,70,48.37,SB,70,48.92,0 days 19:30:02,2024-09-08,Sunday
J32,NB,70,51.71,SB,70,53.39,0 days 19:30:02,2024-09-08,Sunday
J34,NB,70,49.23,SB,70,52.2,0 days 19:30:02,2024-09-08,Sunday
J39,NB,70,69.35,SB,70,70.0,0 days 19:30:02,2024-09-08,Sunday
J43|44,NB,70,49.09,SB,70,49.04,0 days 19:30:02,2024-09-08,Sunday
J2,NB,70,65.3,SB,70,68.12,0 days 20:00:03,2024-09-08,Sunday
J6A,NB,70,60.96,SB,70,64.0,0 days 20:00:03,2024-09-08,Sunday
J10,NB,70,47.29,SB,70,46.59,0 days 20:00:03,2024-09-08,Sunday
J14,NB,70,67.39,SB,70,67.11,0 days 20:00:03,2024-09-08,Sunday
J19,NB,70,69.01,SB,70,63.25,0 days 20:00:03,2024-09-08,Sunday
J21,NB,70,64.31,SB,70,67.91,0 days 20:00:03,2024-09-08,Sunday
J24,NB,70,50.95,SB,70,47.85,0 days 20:00:03,2024-09-08,Sunday
J28,NB,70,48.68,SB,70,55.12,0 days 20:00:03,2024-09-08,Sunday
J32,NB,70,46.18,SB,70,56.72,0 days 20:00:03,2024-09-08,Sunday
J34,NB,70,49.09,SB,70,49.32,0 days 20:00:03,2024-09-08,Sunday
J39,NB,70,70.0,SB,70,68.68,0 days 20:00:03,2024-09-08,Sunday
J43|44,NB,70,47.53,SB,70,50.49,0 days 20:00:03,2024-09-08,Sunday
J2,NB,70,69.65,SB,70,67.78,0 days 20:30:02,2024-09-08,Sunday
J6A,NB,70,58.41,SB,70,64.0,0 days 20:30:02,2024-09-08,Sunday
J10,NB,70,47.97,SB,70,40.84,0 days 20:30:02,2024-09-08,Sunday
J14,NB,70,68.01,SB,70,65.1,0 days 20:30:02,2024-09-08,Sunday
J19,NB,70,65.25,SB,70,64.96,0 days 20:30:02,2024-09-08,Sunday
J21,NB,70,62.98,SB,70,69.58,0 days 20:30:02,2024-09-08,Sunday
J24,NB,70,54.68,SB,70,54.05,0 days 20:30:02,2024-09-08,Sunday
J28,NB,70,48.65,SB,70,48.97,0 days 20:30:02,2024-09-08,Sunday
J32,NB,70,47.64,SB,70,56.49,0 days 20:30:02,2024-09-08,Sunday
J34,NB,70,47.85,SB,70,48.31,0 days 20:30:02,2024-09-08,Sunday
J39,NB,70,65.74,SB,70,60.69,0 days 20:30:02,2024-09-08,Sunday
J43|44,NB,70,47.85,SB,70,46.47,0 days 20:30:02,2024-09-08,Sunday
J2,NB,70,70.0,SB,70,66.8,0 days 21:00:02,2024-09-08,Sunday
J6A,NB,70,62.02,SB,70,60.89,0 days 21:00:02,2024-09-08,Sunday
J10,NB,70,46.17,SB,70,48.3,0 days 21:00:02,2024-09-08,Sunday
J14,NB,70,66.53,SB,70,66.49,0 days 21:00:02,2024-09-08,Sunday
J19,NB,70,67.22,SB,70,64.17,0 days 21:00:02,2024-09-08,Sunday
J21,NB,70,64.3,SB,70,70.0,0 days 21:00:02,2024-09-08,Sunday
J24,NB,70,54.06,SB,70,48.72,0 days 21:00:02,2024-09-08,Sunday
J28,NB,70,49.17,SB,70,48.96,0 days 21:00:02,2024-09-08,Sunday
J32,NB,70,48.81,SB,70,49.77,0 days 21:00:02,2024-09-08,Sunday
J34,NB,70,47.64,SB,70,47.85,0 days 21:00:02,2024-09-08,Sunday
J39,NB,70,63.26,SB,70,57.17,0 days 21:00:02,2024-09-08,Sunday
J43|44,NB,70,46.89,SB,70,49.46,0 days 21:00:02,2024-09-08,Sunday
J2,NB,70,68.06,SB,70,70.0,0 days 21:30:03,2024-09-08,Sunday
J6A,NB,70,63.14,SB,70,67.11,0 days 21:30:03,2024-09-08,Sunday
J10,NB,70,47.97,SB,70,47.69,0 days 21:30:03,2024-09-08,Sunday
J14,NB,70,64.74,SB,70,66.36,0 days 21:30:03,2024-09-08,Sunday
J19,NB,70,59.95,SB,70,65.9,0 days 21:30:03,2024-09-08,Sunday
J21,NB,70,64.35,SB,70,70.0,0 days 21:30:03,2024-09-08,Sunday
J24,NB,70,52.82,SB,70,47.98,0 days 21:30:03,2024-09-08,Sunday
J28,NB,70,49.34,SB,70,49.3,0 days 21:30:03,2024-09-08,Sunday
J32,NB,70,48.26,SB,70,52.99,0 days 21:30:03,2024-09-08,Sunday
J34,NB,70,47.64,SB,70,47.85,0 days 21:30:03,2024-09-08,Sunday
J39,NB,70,70.0,SB,70,54.53,0 days 21:30:03,2024-09-08,Sunday
J43|44,NB,70,54.2,SB,70,51.21,0 days 21:30:03,2024-09-08,Sunday
J2,NB,70,69.01,SB,70,64.93,0 days 22:00:03,2024-09-08,Sunday
J6A,NB,70,64.13,SB,70,61.52,0 days 22:00:03,2024-09-08,Sunday
J10,NB,70,48.59,SB,70,48.46,0 days 22:00:03,2024-09-08,Sunday
J14,NB,70,66.68,SB,70,64.71,0 days 22:00:03,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,64.64,0 days 22:00:03,2024-09-08,Sunday
J21,NB,70,65.98,SB,70,70.0,0 days 22:00:03,2024-09-08,Sunday
J24,NB,70,52.82,SB,70,48.16,0 days 22:00:03,2024-09-08,Sunday
J28,NB,70,50.12,SB,70,49.76,0 days 22:00:03,2024-09-08,Sunday
J32,NB,70,48.81,SB,70,54.74,0 days 22:00:03,2024-09-08,Sunday
J34,NB,70,48.81,SB,70,47.53,0 days 22:00:03,2024-09-08,Sunday
J39,NB,70,58.28,SB,70,42.61,0 days 22:00:03,2024-09-08,Sunday
J43|44,NB,70,45.71,SB,70,49.67,0 days 22:00:03,2024-09-08,Sunday
J2,NB,70,69.28,SB,70,65.65,0 days 22:30:03,2024-09-08,Sunday
J6A,NB,70,64.88,SB,70,64.62,0 days 22:30:03,2024-09-08,Sunday
J10,NB,70,49.09,SB,70,37.03,0 days 22:30:03,2024-09-08,Sunday
J14,NB,70,66.76,SB,70,69.82,0 days 22:30:03,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,61.08,0 days 22:30:03,2024-09-08,Sunday
J21,NB,70,60.48,SB,70,60.84,0 days 22:30:03,2024-09-08,Sunday
J24,NB,70,52.82,SB,70,47.22,0 days 22:30:03,2024-09-08,Sunday
J28,NB,70,49.13,SB,70,50.73,0 days 22:30:03,2024-09-08,Sunday
J32,NB,70,52.4,SB,70,54.18,0 days 22:30:03,2024-09-08,Sunday
J34,NB,70,49.71,SB,70,48.31,0 days 22:30:03,2024-09-08,Sunday
J39,NB,70,52.2,SB,70,57.29,0 days 22:30:03,2024-09-08,Sunday
J43|44,NB,70,52.5,SB,70,44.26,0 days 22:30:03,2024-09-08,Sunday
J2,NB,70,66.47,SB,70,70.0,0 days 23:00:03,2024-09-08,Sunday
J6A,NB,70,60.77,SB,70,68.97,0 days 23:00:03,2024-09-08,Sunday
J10,NB,70,48.53,SB,70,51.56,0 days 23:00:03,2024-09-08,Sunday
J14,NB,70,64.71,SB,70,65.01,0 days 23:00:03,2024-09-08,Sunday
J19,NB,70,70.0,SB,70,0.0,0 days 23:00:03,2024-09-08,Sunday
J21,NB,70,65.7,SB,70,69.26,0 days 23:00:03,2024-09-08,Sunday
J24,NB,70,55.3,SB,70,50.58,0 days 23:00:03,2024-09-08,Sunday
J28,NB,70,48.41,SB,70,48.98,0 days 23:00:03,2024-09-08,Sunday
J32,NB,70,48.12,SB,70,52.6,0 days 23:00:03,2024-09-08,Sunday
J34,NB,70,47.22,SB,70,49.78,0 days 23:00:03,2024-09-08,Sunday
J39,NB,70,58.04,SB,70,55.39,0 days 23:00:03,2024-09-08,Sunday
J43|44,NB,70,50.32,SB,70,49.86,0 days 23:00:03,2024-09-08,Sunday
J2,NB,70,70.0,SB,70,68.97,0 days 23:30:02,2024-09-08,Sunday
J6A,NB,70,56.92,SB,70,65.24,0 days 23:30:02,2024-09-08,Sunday
J10,NB,70,48.4,SB,70,50.87,0 days 23:30:02,2024-09-08,Sunday
J14,NB,70,64.11,SB,70,68.37,0 days 23:30:02,2024-09-08,Sunday
J19,NB,70,67.91,SB,70,0.0,0 days 23:30:02,2024-09-08,Sunday
J21,NB,70,64.19,SB,70,55.91,0 days 23:30:02,2024-09-08,Sunday
J24,NB,70,50.95,SB,70,50.82,0 days 23:30:02,2024-09-08,Sunday
J28,NB,70,49.75,SB,70,51.06,0 days 23:30:02,2024-09-08,Sunday
J32,NB,70,48.12,SB,70,53.39,0 days 23:30:02,2024-09-08,Sunday
J34,NB,70,47.43,SB,70,49.02,0 days 23:30:02,2024-09-08,Sunday
J39,NB,70,58.78,SB,70,55.16,0 days 23:30:02,2024-09-08,Sunday
J43|44,NB,70,52.2,SB,70,45.52,0 days 23:30:02,2024-09-08,Sunday
J2,NB,70,55.55,SB,70,68.72,0 days 00:00:03,2024-09-09,Monday
J6A,NB,70,59.65,SB,70,57.17,0 days 00:00:03,2024-09-09,Monday
J10,NB,70,49.71,SB,70,50.64,0 days 00:00:03,2024-09-09,Monday
J14,NB,70,69.09,SB,70,67.03,0 days 00:00:03,2024-09-09,Monday
J19,NB,70,59.91,SB,70,0.0,0 days 00:00:03,2024-09-09,Monday
J21,NB,70,59.59,SB,70,69.87,0 days 00:00:03,2024-09-09,Monday
J24,NB,70,54.06,SB,70,51.69,0 days 00:00:03,2024-09-09,Monday
J28,NB,70,49.63,SB,70,48.13,0 days 00:00:03,2024-09-09,Monday
J32,NB,70,52.33,SB,70,51.13,0 days 00:00:03,2024-09-09,Monday
J34,NB,70,48.67,SB,70,47.92,0 days 00:00:03,2024-09-09,Monday
J39,NB,70,57.17,SB,70,57.55,0 days 00:00:03,2024-09-09,Monday
J43|44,NB,70,51.93,SB,70,47.73,0 days 00:00:03,2024-09-09,Monday
J2,NB,70,62.32,SB,70,64.51,0 days 00:30:03,2024-09-09,Monday
J6A,NB,70,57.67,SB,70,60.27,0 days 00:30:03,2024-09-09,Monday
J10,NB,70,47.29,SB,70,49.63,0 days 00:30:03,2024-09-09,Monday
J14,NB,70,56.25,SB,70,65.54,0 days 00:30:03,2024-09-09,Monday
J19,NB,70,62.8,SB,70,0.0,0 days 00:30:03,2024-09-09,Monday
J21,NB,70,56.78,SB,70,63.17,0 days 00:30:03,2024-09-09,Monday
J24,NB,70,50.95,SB,70,50.57,0 days 00:30:03,2024-09-09,Monday
J28,NB,70,52.3,SB,70,51.24,0 days 00:30:03,2024-09-09,Monday
J32,NB,70,47.85,SB,70,51.13,0 days 00:30:03,2024-09-09,Monday
J34,NB,70,48.81,SB,70,47.07,0 days 00:30:03,2024-09-09,Monday
J39,NB,70,52.32,SB,70,62.76,0 days 00:30:03,2024-09-09,Monday
J43|44,NB,70,49.97,SB,70,48.42,0 days 00:30:03,2024-09-09,Monday
J2,NB,70,67.96,SB,70,64.62,0 days 01:00:03,2024-09-09,Monday
J6A,NB,70,59.1,SB,70,59.65,0 days 01:00:03,2024-09-09,Monday
J10,NB,70,50.21,SB,70,50.64,0 days 01:00:03,2024-09-09,Monday
J14,NB,70,65.08,SB,70,68.69,0 days 01:00:03,2024-09-09,Monday
J19,NB,70,61.66,SB,70,0.0,0 days 01:00:03,2024-09-09,Monday
J21,NB,70,65.08,SB,70,62.54,0 days 01:00:03,2024-09-09,Monday
J24,NB,70,50.95,SB,70,50.21,0 days 01:00:03,2024-09-09,Monday
J28,NB,70,52.11,SB,70,49.47,0 days 01:00:03,2024-09-09,Monday
J32,NB,70,49.09,SB,70,53.16,0 days 01:00:03,2024-09-09,Monday
J34,NB,70,49.57,SB,70,47.53,0 days 01:00:03,2024-09-09,Monday
J39,NB,70,60.02,SB,70,59.53,0 days 01:00:03,2024-09-09,Monday
J43|44,NB,70,56.26,SB,70,48.67,0 days 01:00:03,2024-09-09,Monday
J2,NB,70,65.05,SB,70,70.0,0 days 01:30:03,2024-09-09,Monday
J6A,NB,70,58.66,SB,70,68.97,0 days 01:30:03,2024-09-09,Monday
J10,NB,70,47.97,SB,70,50.95,0 days 01:30:03,2024-09-09,Monday
J14,NB,70,60.91,SB,70,64.35,0 days 01:30:03,2024-09-09,Monday
J19,NB,70,53.77,SB,70,0.0,0 days 01:30:03,2024-09-09,Monday
J21,NB,70,55.33,SB,70,54.78,0 days 01:30:03,2024-09-09,Monday
J24,NB,70,52.2,SB,70,50.58,0 days 01:30:03,2024-09-09,Monday
J28,NB,70,51.84,SB,70,49.19,0 days 01:30:03,2024-09-09,Monday
J32,NB,70,50.68,SB,70,51.58,0 days 01:30:03,2024-09-09,Monday
J34,NB,70,48.81,SB,70,48.7,0 days 01:30:03,2024-09-09,Monday
J39,NB,70,57.17,SB,70,53.79,0 days 01:30:03,2024-09-09,Monday
J43|44,NB,70,54.97,SB,70,47.37,0 days 01:30:03,2024-09-09,Monday
J2,NB,70,70.0,SB,70,69.89,0 days 02:00:02,2024-09-09,Monday
J6A,NB,70,64.12,SB,70,65.87,0 days 02:00:02,2024-09-09,Monday
J10,NB,70,50.39,SB,70,51.56,0 days 02:00:02,2024-09-09,Monday
J14,NB,70,54.49,SB,70,64.26,0 days 02:00:02,2024-09-09,Monday
J19,NB,70,66.78,SB,70,0.0,0 days 02:00:02,2024-09-09,Monday
J21,NB,70,54.06,SB,70,55.2,0 days 02:00:02,2024-09-09,Monday
J24,NB,70,52.2,SB,70,48.72,0 days 02:00:02,2024-09-09,Monday
J28,NB,70,50.42,SB,70,49.49,0 days 02:00:02,2024-09-09,Monday
J32,NB,70,49.02,SB,70,49.71,0 days 02:00:02,2024-09-09,Monday
J34,NB,70,49.3,SB,70,48.39,0 days 02:00:02,2024-09-09,Monday
J39,NB,70,57.29,SB,70,58.29,0 days 02:00:02,2024-09-09,Monday
J43|44,NB,70,51.91,SB,70,48.73,0 days 02:00:02,2024-09-09,Monday
J2,NB,70,64.83,SB,70,61.94,0 days 02:30:02,2024-09-09,Monday
J6A,NB,70,63.69,SB,70,65.87,0 days 02:30:02,2024-09-09,Monday
J10,NB,70,49.65,SB,70,51.41,0 days 02:30:02,2024-09-09,Monday
J14,NB,70,61.04,SB,70,54.99,0 days 02:30:02,2024-09-09,Monday
J19,NB,70,59.25,SB,70,0.0,0 days 02:30:02,2024-09-09,Monday
J21,NB,70,59.12,SB,70,57.89,0 days 02:30:02,2024-09-09,Monday
J24,NB,70,49.71,SB,70,49.27,0 days 02:30:02,2024-09-09,Monday
J28,NB,70,48.95,SB,70,49.14,0 days 02:30:02,2024-09-09,Monday
J32,NB,70,47.85,SB,70,49.88,0 days 02:30:02,2024-09-09,Monday
J34,NB,70,47.71,SB,70,49.32,0 days 02:30:02,2024-09-09,Monday
J39,NB,70,53.81,SB,70,53.59,0 days 02:30:02,2024-09-09,Monday
J43|44,NB,70,59.03,SB,70,47.85,0 days 02:30:02,2024-09-09,Monday
J2,NB,70,70.0,SB,70,62.97,0 days 03:00:03,2024-09-09,Monday
J6A,NB,70,61.89,SB,70,62.14,0 days 03:00:03,2024-09-09,Monday
J10,NB,70,46.67,SB,70,50.1,0 days 03:00:03,2024-09-09,Monday
J14,NB,70,53.39,SB,70,61.76,0 days 03:00:03,2024-09-09,Monday
J19,NB,70,55.81,SB,70,59.33,0 days 03:00:03,2024-09-09,Monday
J21,NB,70,70.0,SB,70,52.0,0 days 03:00:03,2024-09-09,Monday
J24,NB,70,50.33,SB,70,49.71,0 days 03:00:03,2024-09-09,Monday
J28,NB,70,51.02,SB,70,51.04,0 days 03:00:03,2024-09-09,Monday
J32,NB,70,51.23,SB,70,49.03,0 days 03:00:03,2024-09-09,Monday
J34,NB,70,47.5,SB,70,48.93,0 days 03:00:03,2024-09-09,Monday
J39,NB,70,60.27,SB,70,69.21,0 days 03:00:03,2024-09-09,Monday
J43|44,NB,70,55.3,SB,70,49.71,0 days 03:00:03,2024-09-09,Monday
J2,NB,70,67.92,SB,70,58.22,0 days 03:30:03,2024-09-09,Monday
J6A,NB,70,64.57,SB,70,59.03,0 days 03:30:03,2024-09-09,Monday
J10,NB,70,50.39,SB,70,50.17,0 days 03:30:03,2024-09-09,Monday
J14,NB,70,60.53,SB,70,55.41,0 days 03:30:03,2024-09-09,Monday
J19,NB,70,55.3,SB,70,59.03,0 days 03:30:03,2024-09-09,Monday
J21,NB,70,59.57,SB,70,52.51,0 days 03:30:03,2024-09-09,Monday
J24,NB,70,50.95,SB,70,50.95,0 days 03:30:03,2024-09-09,Monday
J28,NB,70,51.1,SB,70,49.51,0 days 03:30:03,2024-09-09,Monday
J32,NB,70,49.23,SB,70,56.15,0 days 03:30:03,2024-09-09,Monday
J34,NB,70,46.95,SB,70,51.03,0 days 03:30:03,2024-09-09,Monday
J39,NB,70,59.03,SB,70,48.08,0 days 03:30:03,2024-09-09,Monday
J43|44,NB,70,49.41,SB,70,49.36,0 days 03:30:03,2024-09-09,Monday
J2,NB,70,67.73,SB,70,65.35,0 days 04:00:03,2024-09-09,Monday
J6A,NB,70,61.71,SB,70,57.17,0 days 04:00:03,2024-09-09,Monday
J10,NB,70,49.09,SB,70,50.79,0 days 04:00:03,2024-09-09,Monday
J14,NB,70,60.98,SB,70,60.73,0 days 04:00:03,2024-09-09,Monday
J19,NB,70,56.18,SB,70,59.78,0 days 04:00:03,2024-09-09,Monday
J21,NB,70,55.8,SB,70,70.0,0 days 04:00:03,2024-09-09,Monday
J24,NB,70,52.2,SB,70,50.03,0 days 04:00:03,2024-09-09,Monday
J28,NB,70,50.68,SB,70,54.9,0 days 04:00:03,2024-09-09,Monday
J32,NB,70,49.23,SB,70,55.31,0 days 04:00:03,2024-09-09,Monday
J34,NB,70,50.47,SB,70,50.95,0 days 04:00:03,2024-09-09,Monday
J39,NB,70,61.39,SB,70,60.04,0 days 04:00:03,2024-09-09,Monday
J43|44,NB,70,54.69,SB,70,49.09,0 days 04:00:03,2024-09-09,Monday
J2,NB,70,70.0,SB,70,60.55,0 days 04:30:03,2024-09-09,Monday
J6A,NB,70,57.79,SB,70,57.79,0 days 04:30:03,2024-09-09,Monday
J10,NB,70,51.51,SB,70,50.1,0 days 04:30:03,2024-09-09,Monday
J14,NB,70,62.59,SB,70,59.34,0 days 04:30:03,2024-09-09,Monday
J19,NB,70,59.69,SB,70,59.95,0 days 04:30:03,2024-09-09,Monday
J21,NB,70,58.77,SB,70,62.99,0 days 04:30:03,2024-09-09,Monday
J24,NB,70,52.82,SB,70,54.99,0 days 04:30:03,2024-09-09,Monday
J28,NB,70,49.4,SB,70,51.14,0 days 04:30:03,2024-09-09,Monday
J32,NB,70,50.26,SB,70,55.36,0 days 04:30:03,2024-09-09,Monday
J34,NB,70,48.81,SB,70,50.48,0 days 04:30:03,2024-09-09,Monday
J39,NB,70,62.26,SB,70,66.16,0 days 04:30:03,2024-09-09,Monday
J43|44,NB,70,55.3,SB,70,48.73,0 days 04:30:03,2024-09-09,Monday
J2,NB,70,65.28,SB,70,65.99,0 days 05:00:03,2024-09-09,Monday
J6A,NB,70,57.23,SB,70,60.27,0 days 05:00:03,2024-09-09,Monday
J10,NB,70,48.09,SB,70,49.01,0 days 05:00:03,2024-09-09,Monday
J14,NB,70,59.7,SB,70,66.34,0 days 05:00:03,2024-09-09,Monday
